user_id,user_embedding
2516,"0.0,0.0016082255,0.04257839,1.0437791,0.0669289,0.0,0.6484386,0.016872182"
2517,"0.0,0.00010018889,0.044434857,1.1208515,0.06871262,0.0,0.6263062,0.0151994275"
2518,"0.0,0.0,0.055324648,1.550228,0.078338124,0.0,0.50917006,0.005767133"
2519,"0.0,0.00017793011,0.044462323,1.1237593,0.06865934,0.0,0.6250782,0.015378532"
2520,"0.0,0.0010501463,0.04340616,1.0774269,0.06774169,0.0,0.6383672,0.016068043"
2521,"0.0,0.0006453423,0.043756172,1.0938923,0.06792813,0.0,0.6341429,0.016030308"
2522,"0.0,0.0069337185,0.036037415,0.7445638,0.061173584,0.0,0.73301077,0.022418447"
2523,"0.0,0.0035419473,0.040407035,0.9572214,0.06489903,0.0,0.6722502,0.018855322"
2524,"0.0,0.001580515,0.04276633,1.0495496,0.067227446,0.0,0.64644563,0.016407708"
2525,"0.0,0.003760878,0.03995353,0.9349078,0.06456931,0.0,0.6790323,0.019123428"
2526,"0.0,0.0,0.055526778,1.5606382,0.07872523,0.0,0.5048048,0.0053800233"
2527,"0.0,0.0029508509,0.041279916,0.99862504,0.06566455,0.0,0.6599213,0.0184407"
2528,"0.0,0.0012330897,0.043192487,1.0684419,0.06754236,0.0,0.6412831,0.016237825"
2529,"0.0,0.0,0.05887179,1.6914939,0.081694596,0.0,0.4695018,0.0024106614"
2530,"0.0,0.002151439,0.04215396,1.0330933,0.06645618,0.0,0.65031046,0.017649077"
2531,"0.0,0.004407773,0.03912409,0.8847462,0.0640596,0.0,0.6932771,0.019497842"
2532,"0.0,0.0032002134,0.040572137,0.9494935,0.065471336,0.0,0.6751396,0.017853793"
2533,"0.0,0.0,0.059596024,1.7187622,0.08225275,0.0,0.46308136,0.0018525161"
2534,"0.0,0.0029554823,0.041034218,0.9758158,0.06565366,0.0,0.667306,0.017976917"
2535,"0.0,0.0,0.049380485,1.3190277,0.073171206,0.0,0.5711373,0.010934046"
2536,"0.0,0.006227335,0.03694697,0.7709316,0.062203094,0.0,0.72545993,0.021323968"
2537,"0.0,0.011535457,0.03018479,0.5177116,0.055305272,0.0,0.8000546,0.027667271"
2538,"0.0,0.005211213,0.03812463,0.8468809,0.06317431,0.0,0.70385796,0.020239253"
2539,"0.0,0.0,0.04692839,1.2210819,0.07078174,0.0,0.59901875,0.013323519"
2540,"0.0,0.0,0.059395507,1.7109485,0.082133114,0.0,0.4646171,0.0019721426"
2541,"0.0,0.0,0.049301907,1.3148882,0.07301707,0.0,0.57280225,0.011088185"
2542,"0.0,0.004566941,0.03896094,0.8865516,0.06376444,0.0,0.6925479,0.019778492"
2543,"0.0,0.0,0.051284615,1.3932722,0.07481935,0.0,0.55138373,0.009285906"
2544,"0.0,0.0,0.046868697,1.218953,0.070775606,0.0,0.59926015,0.013329651"
2545,"0.0,0.0025094757,0.041631207,1.0052147,0.0661662,0.0,0.6588264,0.017532924"
2546,"0.0,0.0065151597,0.036568623,0.75299877,0.061902672,0.0,0.730609,0.021520972"
2547,"0.0,0.0,0.05677799,1.6089176,0.079783045,0.0,0.49251515,0.0043222085"
2548,"0.0,0.0,0.050446723,1.3590345,0.07397368,0.0,0.56116116,0.010131575"
2549,"0.0,0.0007306002,0.043755047,1.0903978,0.068121076,0.0,0.6346937,0.01571443"
2550,"0.0,0.0054186652,0.037903845,0.82314634,0.06302022,0.0,0.7103414,0.02057197"
2551,"0.0,0.00562076,0.037730392,0.8433896,0.06260544,0.0,0.70442003,0.021048978"
2552,"0.0,0.009409057,0.032955892,0.5973165,0.058257733,0.0,0.7757518,0.025136488"
2553,"0.0,0.0042801513,0.039597236,0.9292241,0.064102635,0.0,0.67977834,0.01986283"
2554,"0.0,0.0,0.053245723,1.4676044,0.07637437,0.0,0.5324726,0.007730888"
2555,"0.0,0.007000875,0.035901584,0.7330537,0.06119288,0.0,0.7362048,0.022239488"
2556,"0.0,0.0023151292,0.04190898,1.0230968,0.066175655,0.0,0.6536696,0.017929599"
2557,"0.0,0.00305973,0.041107137,0.9916901,0.06549725,0.0,0.6621554,0.018608006"
2558,"0.0,0.0,0.048324343,1.2779555,0.072217956,0.0,0.58212847,0.011887291"
2559,"0.0,0.0027653398,0.041363414,0.99956995,0.065798976,0.0,0.65981215,0.018134981"
2560,"0.0,0.0,0.055206142,1.5461421,0.07829648,0.0,0.5096318,0.005808769"
2561,"0.0,0.011365031,0.030518265,0.50337946,0.05585407,0.0,0.80263287,0.0276199"
2562,"0.0,0.0049642064,0.03841305,0.84815925,0.06336953,0.0,0.7033411,0.0203952"
2563,"0.0,0.0048889974,0.03865722,0.88318044,0.06348977,0.0,0.69320655,0.020022567"
2564,"0.0,0.0,0.04877597,1.2917389,0.07234733,0.0,0.58060646,0.01175792"
2565,"0.0,0.0,0.0575554,1.6388624,0.08041614,0.0,0.4844209,0.003689114"
2566,"0.0,0.009115567,0.033550072,0.6611094,0.058606967,0.0,0.7572614,0.02466551"
2567,"0.0,0.008629369,0.03400463,0.6710054,0.059143014,0.0,0.75408876,0.02434263"
2568,"0.0,0.0041236524,0.039653115,0.92862165,0.06425742,0.0,0.6799965,0.019509312"
2569,"0.0,0.006410976,0.03654975,0.74917144,0.06186632,0.0,0.73156977,0.02179509"
2570,"0.0,0.0,0.057423916,1.6337695,0.08044812,0.0,0.4852314,0.0036571287"
2571,"0.0,0.0,0.054491915,1.5198174,0.07775164,0.0,0.516546,0.0063536204"
2572,"0.0,0.0068048364,0.03613482,0.7528575,0.061296523,0.0,0.73043305,0.022273751"
2573,"0.0,0.0,0.05814375,1.6621677,0.08097166,0.0,0.47800308,0.0031336043"
2574,"0.0,0.0035475083,0.04044043,0.9585465,0.064956844,0.0,0.67182934,0.018805012"
2575,"0.0,0.0,0.053735778,1.4878967,0.07693573,0.0,0.5263525,0.0071695223"
2576,"0.0,0.0021116855,0.042193867,1.032544,0.06647313,0.0,0.65099335,0.017525641"
2577,"0.0,0.0015794737,0.04248656,1.0408306,0.06670608,0.0,0.64982873,0.017166011"
2578,"0.0,0.0066055637,0.036463603,0.76095337,0.061638664,0.0,0.7284342,0.0218462"
2579,"0.0,0.009130534,0.03346651,0.6440291,0.05862872,0.0,0.7618629,0.024832532"
2580,"0.0,0.0,0.046606462,1.2083828,0.07054268,0.0,0.6021132,0.013562573"
2581,"0.0,0.0,0.051613633,1.4053612,0.07501111,0.0,0.54877454,0.009094143"
2582,"0.0,0.0,0.044995844,1.1448529,0.069045,0.0,0.6199249,0.015060255"
2583,"0.0,0.0,0.07141571,2.1802292,0.09290611,0.0,0.33739787,0.0"
2584,"0.0,0.0020811614,0.04198692,1.014588,0.06664817,0.0,0.65603495,0.017051296"
2585,"0.0,0.006448866,0.03664102,0.77711254,0.06176295,0.0,0.7234241,0.021863656"
2586,"0.0,0.0036510192,0.04012547,0.9514743,0.06447967,0.0,0.6740501,0.019613225"
2587,"0.0,0.0,0.049925014,1.3380303,0.07344997,0.0,0.56720614,0.0106552895"
2588,"0.0,0.0067430367,0.03642629,0.77592915,0.061499514,0.0,0.72398305,0.021763824"
2589,"0.0,0.007322338,0.03566104,0.7392191,0.060680725,0.0,0.73429704,0.022967547"
2590,"0.0,0.0,0.051945798,1.418481,0.07538086,0.0,0.54491913,0.008724399"
2591,"0.0,0.011461459,0.030449726,0.5207281,0.055722427,0.0,0.7978864,0.027524069"
2592,"0.0,0.0038638012,0.03985026,0.93125725,0.06448136,0.0,0.6798599,0.019183666"
2593,"0.0,0.0,0.06968169,2.113136,0.09155326,0.0,0.35453504,0.0"
2594,"0.0,0.008779138,0.03369463,0.63040155,0.059113957,0.0,0.76578057,0.024356702"
2595,"0.0,0.010054746,0.032284956,0.5898481,0.05750778,0.0,0.7770463,0.026005669"
2596,"0.0,0.0042362195,0.039459493,0.9161187,0.06412007,0.0,0.6841571,0.019451566"
2597,"0.0,0.0030537033,0.040928524,0.97472745,0.06559738,0.0,0.66758454,0.017967474"
2598,"0.0,0.008414307,0.03425057,0.6862532,0.0592884,0.0,0.7498572,0.024086075"
2599,"0.0,0.0,0.046635687,1.209898,0.07055448,0.0,0.60184824,0.013550774"
2600,"0.0,0.011392439,0.030426929,0.5000513,0.055764526,0.0,0.80409354,0.027561016"
2601,"0.0,0.011114113,0.030900558,0.49971032,0.05645942,0.0,0.8039834,0.026873237"
2602,"0.0,0.0046588397,0.03906755,0.90399253,0.06378717,0.0,0.6871124,0.01987788"
2603,"0.0,0.008329331,0.03438104,0.70435053,0.059352666,0.0,0.74444735,0.02398292"
2604,"0.0,0.0017582653,0.042540394,1.0491647,0.06684356,0.0,0.6459577,0.017261688"
2605,"0.0,0.0037241513,0.04036279,0.96032834,0.0648223,0.0,0.67091125,0.019166678"
2606,"0.0,0.0044387043,0.039056603,0.89378965,0.06384282,0.0,0.69063693,0.019619882"
2607,"0.0,0.00078528374,0.043719478,1.0894172,0.068061665,0.0,0.63536286,0.015716989"
2608,"0.0,0.0,0.06654595,1.9903542,0.08852172,0.0,0.38907123,0.0"
2609,"0.0,0.0,0.0671698,2.0149345,0.089244865,0.0,0.38116103,0.0"
2610,"0.0,0.0059662457,0.037443426,0.8304862,0.062328488,0.0,0.70795465,0.021284347"
2611,"0.0,0.0,0.0470966,1.2280356,0.070971936,0.0,0.5969788,0.013133321"
2612,"0.0,0.011428881,0.030198952,0.4577729,0.05593429,0.0,0.81680995,0.02726292"
2613,"0.0,0.004999296,0.038845874,0.90168947,0.06347305,0.0,0.6865638,0.020555161"
2614,"0.0,0.0014011422,0.043036968,1.0677264,0.067205384,0.0,0.64114803,0.01689987"
2615,"0.0,0.006161406,0.037127975,0.82510376,0.061940387,0.0,0.7095279,0.02173452"
2616,"0.0,0.0048984964,0.03859789,0.8819752,0.0633407,0.0,0.69379586,0.02031403"
2617,"0.0,0.0016613686,0.042881165,1.0621736,0.06721158,0.0,0.6420177,0.016893666"
2618,"0.0,0.0,0.045973524,1.1829556,0.06992583,0.0,0.6094055,0.014179426"
2619,"0.0,0.0,0.051548775,1.4029529,0.075018406,0.0,0.5489458,0.009086847"
2620,"0.0,0.0,0.04606527,1.1857662,0.069898464,0.0,0.6090467,0.014206791"
2621,"0.0,0.0047927084,0.038604714,0.8721534,0.06326784,0.0,0.6975647,0.020291988"
2622,"0.0,0.0,0.051449977,1.3978701,0.074833624,0.0,0.5505835,0.009271625"
2623,"0.0,0.0064262743,0.03670825,0.7670558,0.062007397,0.0,0.72614956,0.021562899"
2624,"0.0,0.0,0.063889846,1.8877691,0.08624523,0.0,0.4162321,0.0"
2625,"0.0,0.009610053,0.032807834,0.6078112,0.058002528,0.0,0.7723775,0.025483817"
2626,"0.0,0.0007259855,0.043742698,1.0909522,0.06794311,0.0,0.6352711,0.015944995"
2627,"0.0,0.011502088,0.029134093,0.35682765,0.055329647,0.0,0.84753394,0.027997244"
2628,"0.0,0.011332204,0.028711151,0.18162853,0.056231134,0.0,0.89833623,0.027574297"
2629,"0.0,0.0,0.064380705,1.9066203,0.08659592,0.0,0.4114142,0.0"
2630,"0.0,0.0,0.05029896,1.3537287,0.073888294,0.0,0.562448,0.010216961"
2631,"0.0,0.0,0.057601206,1.6405032,0.08049445,0.0,0.483762,0.0036108028"
2632,"0.0,0.004902622,0.038684446,0.88203186,0.06360121,0.0,0.6934585,0.019868849"
2633,"0.0,0.00026729796,0.044553235,1.1292796,0.06875953,0.0,0.6232602,0.015345717"
2634,"0.0,0.0,0.04552771,1.1669526,0.06961386,0.0,0.61310023,0.014491396"
2635,"0.0,0.0,0.04515018,1.1514629,0.06919298,0.0,0.61789507,0.014912271"
2636,"0.0,0.0069422578,0.0360476,0.74983,0.06115944,0.0,0.73126453,0.022489246"
2637,"0.0,0.0,0.04473638,1.1332558,0.06872141,0.0,0.6238904,0.015383839"
2638,"0.0,0.01151592,0.030604308,0.5417478,0.055582248,0.0,0.7920288,0.02771639"
2639,"0.0,0.0,0.049814276,1.3344793,0.07339001,0.0,0.56797993,0.01071525"
2640,"0.0,0.0029342268,0.041119047,0.98699594,0.06561787,0.0,0.66397357,0.018168587"
2641,"0.0,0.0,0.05528506,1.5485508,0.07828353,0.0,0.5100896,0.0058217235"
2642,"0.0,0.0,0.046901822,1.2195381,0.07073585,0.0,0.5995126,0.013369402"
2643,"0.0,0.011483485,0.02935622,0.39809597,0.055233594,0.0,0.8359997,0.02779912"
2644,"0.0,0.0093880175,0.033083078,0.62791276,0.058304053,0.0,0.76638085,0.025196757"
2645,"0.0,0.009539345,0.03314013,0.66152793,0.057952743,0.0,0.75656664,0.02552584"
2646,"0.0,0.003450051,0.040475752,0.95933855,0.06505203,0.0,0.671718,0.018631728"
2647,"0.0,0.0039913375,0.039960723,0.94100475,0.06449454,0.0,0.6764273,0.019331742"
2648,"0.0,0.0,0.049428564,1.3189981,0.07296662,0.0,0.5723675,0.011138633"
2649,"0.0,0.010314315,0.032587178,0.64264846,0.057394583,0.0,0.7609038,0.02623248"
2650,"0.0,0.011474977,0.029403709,0.3441137,0.055819627,0.0,0.8503864,0.027670756"
2651,"0.0,0.006716689,0.036343522,0.74488866,0.06171903,0.0,0.73286545,0.021805653"
2652,"0.0,0.011685097,0.030156959,0.48504734,0.055610824,0.0,0.8080669,0.027885929"
2653,"0.0,0.004131159,0.039525043,0.925537,0.06403886,0.0,0.6810721,0.019863173"
2654,"0.0,0.0,0.052075803,1.424819,0.07559714,0.0,0.54207414,0.008508112"
2655,"0.0,0.008826459,0.03384341,0.6724869,0.058882736,0.0,0.7539493,0.024487153"
2656,"0.0,0.0,0.05992126,1.730259,0.082660675,0.0,0.45942795,0.0014445744"
2657,"0.0,0.00091669615,0.043593064,1.0888966,0.0679558,0.0,0.63445044,0.01598647"
2658,"0.0,0.0055323476,0.03779526,0.84644914,0.062535,0.0,0.7042116,0.021061376"
2659,"0.0,0.0,0.05061329,1.3654934,0.07411021,0.0,0.55966705,0.009995049"
2660,"0.0,0.0056758355,0.037481412,0.7823507,0.06286082,0.0,0.7218588,0.02064841"
2661,"0.0,0.0,0.050031617,1.3456273,0.073802195,0.0,0.56345105,0.010303061"
2662,"0.0,0.00911794,0.03328939,0.6176951,0.058568094,0.0,0.7696279,0.024927525"
2663,"0.0,0.0,0.049814872,1.3336046,0.07337871,0.0,0.5685687,0.010726541"
2664,"0.0,0.0,0.049755123,1.3316171,0.07331538,0.0,0.5687557,0.010789871"
2665,"0.0,0.0030035647,0.041068546,0.98754287,0.065571465,0.0,0.66327286,0.018332904"
2666,"0.0,0.006987574,0.035912864,0.71863717,0.061313972,0.0,0.7403896,0.022172824"
2667,"0.0,0.007593946,0.035261724,0.7261861,0.060416035,0.0,0.73801756,0.023085468"
2668,"0.0,0.008285383,0.03451123,0.7105994,0.05950612,0.0,0.74239975,0.023939084"
2669,"0.0,0.0051360033,0.03837739,0.8743311,0.06318925,0.0,0.69545937,0.0203861"
2670,"0.0,0.011405512,0.030088415,0.47688597,0.05552265,0.0,0.81159055,0.027681278"
2671,"0.0,0.0013377462,0.043140292,1.0726953,0.06754258,0.0,0.63882816,0.016492927"
2672,"0.0,0.006948664,0.036224615,0.7784647,0.06112482,0.0,0.723148,0.022443978"
2673,"0.0,0.0085322065,0.03423042,0.6907458,0.059299055,0.0,0.7482957,0.024108721"
2674,"0.0,0.0,0.049228676,1.3107883,0.07280353,0.0,0.5746671,0.011301726"
2675,"0.0,0.0020384984,0.042078096,1.0261667,0.066410735,0.0,0.6531377,0.017484367"
2676,"0.0,0.0,0.047428045,1.2393582,0.07120919,0.0,0.5942923,0.012896065"
2677,"0.0,0.005619187,0.0377755,0.84910345,0.06260565,0.0,0.702744,0.020950198"
2678,"0.0,0.0017594304,0.042572197,1.0484765,0.06674367,0.0,0.64678967,0.017361581"
2679,"0.0,0.0010816157,0.043404646,1.0825427,0.0676247,0.0,0.6366377,0.01648055"
2680,"0.0,0.006624439,0.036772847,0.8145863,0.061580256,0.0,0.7115641,0.022198632"
2681,"0.0,0.0,0.058600076,1.6797547,0.08144402,0.0,0.47360787,0.0026612356"
2682,"0.0,0.011428624,0.029008927,0.2955064,0.055686556,0.0,0.86501384,0.027872076"
2683,"0.0,0.0,0.065620795,1.9532559,0.08769382,0.0,0.3994149,0.0"
2684,"0.0,0.003384402,0.040490948,0.95999074,0.0650367,0.0,0.6717974,0.018675352"
2685,"0.0,0.005949843,0.037334092,0.8177588,0.06230932,0.0,0.7117655,0.02124757"
2686,"0.0,0.008244539,0.03448735,0.6902165,0.059578154,0.0,0.7483563,0.023937156"
2687,"0.0,0.0,0.04709712,1.2300708,0.07110166,0.0,0.59531033,0.013003597"
2688,"0.0,0.006813697,0.036328115,0.7901742,0.061162837,0.0,0.7196824,0.022306962"
2689,"0.0,0.0,0.057665095,1.6426698,0.08048905,0.0,0.48384777,0.003616212"
2690,"0.0,0.0064559057,0.036872517,0.8177228,0.061612584,0.0,0.7112515,0.022166671"
2691,"0.0,0.0,0.10158241,3.359806,0.1201435,0.0,0.01634574,0.0"
2692,"0.0,0.0,0.05264447,1.446269,0.0760251,0.0,0.5371873,0.008080155"
2693,"0.0,0.0,0.05059171,1.3669901,0.07427016,0.0,0.5578911,0.009835092"
2694,"0.0,0.0,0.051638126,1.4050503,0.074938506,0.0,0.549234,0.0091667455"
2695,"0.0,0.003833416,0.039927233,0.9391581,0.06449161,0.0,0.67744195,0.019261234"
2696,"0.0,0.0037823971,0.0403001,0.9597547,0.064713344,0.0,0.6709912,0.01939191"
2697,"0.0,0.0,0.061665203,1.8000592,0.084321685,0.0,0.43971825,0.0"
2698,"0.0,0.0,0.04857593,1.285829,0.072282605,0.0,0.5812285,0.01182265"
2699,"0.0,0.0,0.055962253,1.5771527,0.0791358,0.0,0.5003486,0.004969459"
2700,"0.0,0.011413862,0.030813484,0.5656697,0.055628967,0.0,0.7844135,0.027742352"
2701,"0.0,0.002575553,0.041506834,1.00252,0.065880194,0.0,0.6599435,0.017988283"
2702,"0.0,0.011440637,0.030370671,0.47732875,0.05592367,0.0,0.8108586,0.027353676"
2703,"0.0,0.0,0.047281217,1.236067,0.07118918,0.0,0.59429955,0.012916075"
2704,"0.0,0.0024017347,0.041612785,0.9939276,0.06624464,0.0,0.66267335,0.017334718"
2705,"0.0,0.002690048,0.04144056,1.0037332,0.065814964,0.0,0.6588584,0.018233916"
2706,"0.0,0.0023906082,0.041880433,1.0221579,0.06619344,0.0,0.6535567,0.01791181"
2707,"0.0,0.00056271255,0.043836184,1.080651,0.06826849,0.0,0.6380143,0.015537031"
2708,"0.0,0.0015653688,0.042812362,1.058512,0.06701994,0.0,0.6435797,0.017085318"
2709,"0.0,0.005539224,0.037772886,0.84117615,0.06260859,0.0,0.7053687,0.020933997"
2710,"0.0,0.010575658,0.031495932,0.5282939,0.05698074,0.0,0.79579157,0.026322015"
2711,"0.0,0.011415141,0.030324839,0.4768077,0.05588946,0.0,0.81057954,0.027527371"
2712,"0.0,0.0,0.049774073,1.3311605,0.07324726,0.0,0.5698698,0.01085799"
2713,"0.0,0.004693207,0.038961116,0.9039104,0.06359212,0.0,0.6866959,0.020319037"
2714,"0.0,0.006389765,0.036712185,0.7925802,0.061734725,0.0,0.7192107,0.02178601"
2715,"0.0,0.010897824,0.031273298,0.5416905,0.056614198,0.0,0.79182786,0.02653025"
2716,"0.0,0.0,0.044953797,1.1441684,0.069125704,0.0,0.6192934,0.01497391"
2717,"0.0,0.007930115,0.034988575,0.7184332,0.060002245,0.0,0.7400623,0.023656921"
2718,"0.0,0.0,0.051953357,1.4187224,0.07536477,0.0,0.5449886,0.008740487"
2719,"0.0,0.0,0.05338671,1.4755578,0.07669076,0.0,0.5292325,0.0074144993"
2720,"0.0,0.011336936,0.030671999,0.50876284,0.05600268,0.0,0.80125314,0.027353013"
2721,"0.0,0.0029375767,0.041272976,0.9966223,0.06573421,0.0,0.660361,0.018243257"
2722,"0.0,0.006701231,0.036377877,0.77929455,0.06139751,0.0,0.7229086,0.022123342"
2723,"0.0,0.00084728934,0.043570954,1.0858787,0.067843765,0.0,0.63604945,0.016086506"
2724,"0.0,0.0,0.04929813,1.3159763,0.0731077,0.0,0.57179505,0.01099756"
2725,"0.0,0.003282345,0.040886488,0.9816884,0.06535952,0.0,0.6647327,0.018633828"
2726,"0.0,0.0,0.06788871,2.042552,0.089763485,0.0,0.3745826,0.0"
2727,"0.0,0.010266514,0.032100387,0.5826344,0.057297103,0.0,0.7796488,0.026128657"
2728,"0.0,0.0023453673,0.04158856,1.0029885,0.065989785,0.0,0.6602434,0.017747924"
2729,"0.0,0.0070622917,0.035786323,0.71400917,0.06119802,0.0,0.7418263,0.02231919"
2730,"0.0,0.0,0.04969678,1.3309028,0.07339692,0.0,0.56816435,0.01070833"
2731,"0.0,0.0,0.06745609,2.0260854,0.089376315,0.0,0.37902522,0.0"
2732,"0.0,0.0,0.046493303,1.2057581,0.07055658,0.0,0.601978,0.013548672"
2733,"0.0,0.0,0.05544831,1.5568647,0.07856476,0.0,0.506505,0.0055404864"
2734,"0.0,0.0,0.0468734,1.2184498,0.07070832,0.0,0.59974694,0.013396932"
2735,"0.0,0.00591266,0.03729166,0.826171,0.06216627,0.0,0.7096035,0.021482011"
2736,"0.0,0.0045265406,0.039243482,0.9114969,0.06393675,0.0,0.68464804,0.019757483"
2737,"0.0,0.0,0.044980384,1.1434484,0.068933256,0.0,0.6206991,0.015171995"
2738,"0.0,0.0,0.060166948,1.7410436,0.0828604,0.0,0.45624852,0.0012448505"
2739,"0.0,0.00818781,0.034451813,0.6618233,0.05993741,0.0,0.75681347,0.023513932"
2740,"0.0,0.0,0.050825585,1.3752544,0.07437047,0.0,0.5562333,0.009734783"
2741,"0.0,0.0,0.046445057,1.2010767,0.070247,0.0,0.6050683,0.01385825"
2742,"0.0,0.011485084,0.029139647,0.3340817,0.055508282,0.0,0.8539647,0.027929172"
2743,"0.0,0.0,0.054793283,1.5293857,0.07784277,0.0,0.51512086,0.006262485"
2744,"0.0,0.011073058,0.027755858,0.0,0.057921577,0.0,0.9953371,0.02652702"
2745,"0.0,0.0,0.05934262,1.7082535,0.081994794,0.0,0.4658644,0.0021104645"
2746,"0.0,0.00067870226,0.04397094,1.1026375,0.06821137,0.0,0.63144904,0.01573705"
2747,"0.0,0.0,0.058318626,1.6683415,0.08106606,0.0,0.47687078,0.003039198"
2748,"0.0,0.011312753,0.02831476,0.06594357,0.056821723,0.0,0.9318948,0.027177904"
2749,"0.0,0.0,0.04675428,1.2144626,0.07066278,0.0,0.60054296,0.013442472"
2750,"0.0,0.0,0.06617936,1.9755905,0.0881172,0.0,0.39332867,0.0"
2751,"0.0,0.0060827686,0.037217923,0.8280102,0.062025327,0.0,0.7085884,0.021539168"
2752,"0.0,0.008837797,0.033998623,0.6841203,0.058994763,0.0,0.7499496,0.024554117"
2753,"0.0,0.0006883135,0.04380834,1.0984218,0.068015404,0.0,0.63231623,0.016089851"
2754,"0.0,0.0016572457,0.043163463,1.0741597,0.067542695,0.0,0.63787854,0.016562557"
2755,"0.0,0.0,0.04726777,1.2339044,0.071061745,0.0,0.59557164,0.013043512"
2756,"0.0,0.0,0.051219117,1.3882804,0.07455033,0.0,0.5538845,0.009554924"
2757,"0.0,0.0,0.0463482,1.1973972,0.07018118,0.0,0.60570276,0.0139240725"
2758,"0.0,0.0045340294,0.03890325,0.8767222,0.06386763,0.0,0.69502133,0.019749688"
2759,"0.0,0.0029756026,0.041200288,0.9951573,0.06556112,0.0,0.66094697,0.018544124"
2760,"0.0,0.0,0.04779555,1.2560081,0.0716829,0.0,0.58837765,0.012422351"
2761,"0.0,0.0020775637,0.042274326,1.0389421,0.06662972,0.0,0.6484831,0.017475534"
2762,"0.0,0.0058071283,0.037376117,0.79378086,0.06255113,0.0,0.7188414,0.020973986"
2763,"0.0,0.008457207,0.034239892,0.68088496,0.0593474,0.0,0.75144583,0.02406146"
2764,"0.0,0.0,0.052025523,1.4209285,0.07540477,0.0,0.5445572,0.008700486"
2765,"0.0,0.00436579,0.03924688,0.90236914,0.06409755,0.0,0.68791896,0.019428352"
2766,"0.0,0.0,0.046724547,1.214052,0.07066576,0.0,0.60063225,0.0134394895"
2767,"0.0,0.011455687,0.030218761,0.4791544,0.055666458,0.0,0.81062657,0.027595773"
2768,"0.0,0.0027274275,0.041571252,1.0109975,0.06594005,0.0,0.6561446,0.018165201"
2769,"0.0,0.0008303663,0.043630153,1.090807,0.067781374,0.0,0.63490003,0.016323876"
2770,"0.0,0.0031258063,0.040723674,0.9709042,0.06518614,0.0,0.66873467,0.01863383"
2771,"0.0,0.011424119,0.028846543,0.24531794,0.055926204,0.0,0.87971675,0.02770969"
2772,"0.0,0.0023379568,0.041939747,1.0231278,0.066337414,0.0,0.65313244,0.017624307"
2773,"0.0,0.0,0.048725776,1.2910516,0.07238214,0.0,0.5799196,0.011723114"
2774,"0.0,0.0,0.051459447,1.3980503,0.074793756,0.0,0.5511314,0.009311503"
2775,"0.0,0.0,0.049088236,1.3058486,0.07276507,0.0,0.57566607,0.011340184"
2776,"0.0,0.0,0.06396593,1.8880605,0.08613511,0.0,0.41734454,0.0"
2777,"0.0,0.0,0.05469103,1.5246713,0.07771606,0.0,0.516629,0.0063891932"
2778,"0.0,0.0015516011,0.042783633,1.0512059,0.06714456,0.0,0.64612436,0.016579375"
2779,"0.0,0.0030568475,0.04099942,0.98377436,0.06543092,0.0,0.6648332,0.018488701"
2780,"0.0,0.0007563466,0.043762084,1.0973699,0.06796563,0.0,0.63241935,0.016139623"
2781,"0.0,0.0,0.058145143,1.6612216,0.0809159,0.0,0.47873557,0.003189357"
2782,"0.0,0.0048712613,0.038636338,0.88518107,0.063317455,0.0,0.69273376,0.0203526"
2783,"0.0,0.0016507944,0.042753726,1.0535457,0.06711634,0.0,0.6448959,0.016763711"
2784,"0.0,0.0,0.05346214,1.476263,0.07663643,0.0,0.5297365,0.007468825"
2785,"0.0,0.00932481,0.033232864,0.60473293,0.05859893,0.0,0.7733946,0.024784299"
2786,"0.0,0.0016555628,0.042783156,1.058052,0.0670411,0.0,0.64346755,0.01706415"
2787,"0.0,0.0047396217,0.038748816,0.8873938,0.06330486,0.0,0.6926954,0.020412777"
2788,"0.0,0.0,0.050401084,1.3585882,0.074043185,0.0,0.5604354,0.010062078"
2789,"0.0,0.0,0.05226588,1.4303205,0.07555806,0.0,0.54209447,0.008547194"
2790,"0.0,0.0,0.058360383,1.6682879,0.081007734,0.0,0.4781876,0.0030975305"
2791,"0.0,0.0,0.058665663,1.682263,0.081508346,0.0,0.4721465,0.0025969073"
2792,"0.0,0.0115563935,0.030916719,0.57431185,0.05572412,0.0,0.7811604,0.027851615"
2793,"0.0,0.0,0.064303145,1.9017665,0.08649433,0.0,0.41323203,0.0"
2794,"0.0,0.0,0.045368902,1.160074,0.069402665,0.0,0.615317,0.014702587"
2795,"0.0,0.0008147489,0.044023894,1.1087742,0.06833534,0.0,0.62849593,0.01576991"
2796,"0.0,0.010941139,0.027538458,0.0,0.058412015,0.0,1.0216962,0.026262738"
2797,"0.0,0.007025014,0.03590637,0.7650604,0.06093746,0.0,0.7267502,0.022540003"
2798,"0.0,0.011643529,0.029935054,0.44082537,0.055719033,0.0,0.82114595,0.027859775"
2799,"0.0,0.005946234,0.03731545,0.82832694,0.062129006,0.0,0.7089262,0.021443898"
2800,"0.0,0.0044945455,0.039235104,0.9134171,0.06387722,0.0,0.68401814,0.01996494"
2801,"0.0,0.009066876,0.033539064,0.6667276,0.05854861,0.0,0.7553155,0.024853343"
2802,"0.0,0.011741413,0.029666046,0.46137172,0.05517952,0.0,0.8160755,0.028123729"
2803,"0.0,0.003999346,0.039666623,0.93046,0.06419083,0.0,0.6797735,0.01968994"
2804,"0.0,0.0,0.057150375,1.6236249,0.08014237,0.0,0.48820767,0.003962891"
