movie_id,movie_embedding
2053,"0.0,0.0,0.0,0.0017721653,0.0,0.0,0.0,0.0"
2054,"0.0,0.0,0.0,0.6262171,0.0,0.0,0.064378425,0.0"
2055,"0.0,0.0,0.0,0.74107796,0.0,0.0,0.21341278,0.0"
2056,"0.0,0.0,0.0,0.7846988,0.0,0.0,0.26159954,0.0"
2057,"0.0,0.0,0.0,0.8215651,0.0,0.0,0.31985697,0.0"
2058,"0.0,0.0,0.0,1.0043108,0.0,0.0,0.77865094,0.0"
2059,"0.0,0.0,0.0,0.73997813,0.0,0.0,0.2618934,0.0"
2060,"0.0,0.0,0.0,0.4868651,0.0,0.0,0.0,0.0"
2061,"0.0,0.0,0.0,0.90222985,0.0,0.0,0.5386125,0.0"
2062,"0.0,0.0,0.0,0.7388272,0.0,0.0,0.2686653,0.0"
2063,"0.0,0.0,0.0,0.69602907,0.0,0.0,0.21587694,0.0"
2064,"0.0,0.0,0.0,1.1577157,0.0,0.0,1.1579164,0.0"
2065,"0.0,0.0,0.0,0.9452468,0.0,0.0,0.58440423,0.0"
2066,"0.0,0.0,0.0,1.0563664,0.0,0.0,0.86980665,0.0"
2067,"0.0,0.0,0.0,1.0923052,0.0,0.0,0.94653827,0.0"
2068,"0.0,0.0,0.0,1.0027738,0.0,0.0,0.72347987,0.0"
2069,"0.0,0.0,0.0,0.9384951,0.0,0.0,0.57152516,0.0"
2070,"0.0,0.0,0.0,1.0669384,0.0,0.0,0.8881119,0.0"
2071,"0.0,0.0,0.0,1.0440607,0.0,0.0,0.82456887,0.0"
2072,"0.0,0.0,0.0,0.5819364,0.0,0.0,0.017387172,0.0"
2073,"0.0,0.0,0.0,0.8271985,0.0,0.0,0.33219096,0.0"
2074,"0.0,0.0,0.0,0.89653665,0.0,0.0,0.47717354,0.0"
2075,"0.0,0.0,0.0,0.8051377,0.0,0.0,0.34294033,0.0"
2076,"0.0,0.0,0.0,0.99834335,0.0,0.0,0.7141848,0.0"
2077,"0.0,0.0,0.0,0.9368094,0.0,0.0,0.6016996,0.0"
2078,"0.0,0.0,0.0,1.0198275,0.0,0.0,0.81027627,0.0"
2079,"0.0,0.0,0.0,0.67387855,0.0,0.0,0.18803504,0.0"
2080,"0.0,0.0,0.0,0.9559331,0.0,0.0,0.65383863,0.0"
2081,"0.0,0.0,0.0,0.94800913,0.0,0.0,0.62760144,0.0"
2082,"0.0,0.0,0.0,0.5630352,0.0,0.0,0.005428968,0.0"
2083,"0.0,0.0,0.0,0.9148725,0.0,0.0,0.53770953,0.0"
2084,"0.0,0.0,0.0,0.8582218,0.0,0.0,0.39817855,0.0"
2085,"0.0,0.0,0.0,0.9721533,0.0,0.0,0.6730268,0.0"
2086,"0.0,0.0,0.0,0.7112255,0.0,0.0,0.23489583,0.0"
2087,"0.0,0.0,0.0,0.96314764,0.0,0.0,0.65728164,0.0"
2088,"0.0,0.0,0.0,0.4134336,0.0,0.0,0.0,0.0"
2089,"0.0,0.0,0.0,0.86363876,0.0,0.0,0.4013265,0.0"
2090,"0.0,0.0,0.0,0.8931099,0.0,0.0,0.47864076,0.0"
2091,"0.0,0.0,0.0,0.69655585,0.0,0.0,0.18459027,0.0"
2092,"0.0,0.0,0.0,0.13761854,0.0,0.0,0.0,0.0"
2093,"0.0,0.0,0.0,0.58698946,0.0,0.0,0.031607866,0.0"
2094,"0.0,0.0,0.0,0.7764058,0.0,0.0,0.22397691,0.0"
2095,"0.0,0.0,0.0,0.6986003,0.0,0.0,0.14977124,0.0"
2096,"0.0,0.0,0.0,0.89280057,0.0,0.0,0.48009786,0.0"
2097,"0.0,0.0,0.0,0.80258536,0.0,0.0,0.30634522,0.0"
2098,"0.0,0.0,0.0,0.8002564,0.0,0.0,0.2790451,0.0"
2099,"0.0,0.0,0.0,0.91075706,0.0,0.0,0.53430253,0.0"
2100,"0.0,0.0,0.0,0.866362,0.0,0.0,0.4336393,0.0"
2101,"0.0,0.0,0.0,0.8540114,0.0,0.0,0.40329272,0.0"
2102,"0.0,0.0,0.0,0.8608441,0.0,0.0,0.42432836,0.0"
2103,"0.0,0.0,0.0,0.7793954,0.0,0.0,0.2604621,0.0"
2104,"0.0,0.0,0.0,0.8581159,0.0,0.0,0.41360357,0.0"
2105,"0.0,0.0,0.0,0.8458772,0.0,0.0,0.38912433,0.0"
2106,"0.0,0.0,0.0,0.90643483,0.0,0.0,0.49166006,0.0"
2107,"0.0,0.0,0.0,0.4887439,0.0,0.0,0.0,0.0"
2108,"0.0,0.0,0.0,0.9771315,0.0,0.0,0.70482415,0.0"
2109,"0.0,0.0,0.0,0.97761476,0.0,0.0,0.707211,0.0"
2110,"0.0,0.0,0.0,0.75457335,0.0,0.0,0.21261343,0.0"
2111,"0.0,0.0,0.0,0.744333,0.0,0.0,0.20450585,0.0"
2112,"0.0,0.0,0.0,0.9227662,0.0,0.0,0.52859676,0.0"
2113,"0.0,0.0,0.0,0.63675046,0.0,0.0,0.10531221,0.0"
2114,"0.0,0.0,0.0,0.97078764,0.0,0.0,0.64471626,0.0"
2115,"0.0,0.0,0.0,0.8916092,0.0,0.0,0.50223935,0.0"
2116,"0.0,0.0,0.0,0.90648866,0.0,0.0,0.5243544,0.0"
2117,"0.0,0.0,0.0,1.0454819,0.0,0.0,0.8332158,0.0"
2118,"0.0,0.0,0.0,0.8653048,0.0,0.0,0.41932687,0.0"
2119,"0.0,0.0,0.0,0.13785046,0.0,0.0,0.0,0.0"
2120,"0.0,0.0,0.0,0.75326395,0.0,0.0,0.2844506,0.0"
2121,"0.0,0.0,0.0,0.61336094,0.0,0.0,0.07503338,0.0"
2122,"0.0,0.0,0.0,0.3627112,0.0,0.0,0.0,0.0"
2123,"0.0,0.0,0.0,0.527451,0.0,0.0,0.0,0.0"
2124,"0.0,0.0,0.0,0.8307958,0.0,0.0,0.33935755,0.0"
2125,"0.0,0.0,0.0,0.95302486,0.0,0.0,0.60235435,0.0"
2126,"0.0,0.0,0.0,0.61523604,0.0,0.0,0.04235059,0.0"
2127,"0.0,0.0,0.0,0.8450691,0.0,0.0,0.39791518,0.0"
2128,"0.0,0.0,0.0,0.8837054,0.0,0.0,0.4728653,0.0"
2129,"0.0,0.0,0.0,0.93417025,0.0,0.0,0.5816445,0.0"
2130,"0.0,0.0,0.0,1.0255778,0.0,0.0,0.77881896,0.0"
2131,"0.0,0.0,0.0,0.83707523,0.0,0.0,0.38699338,0.0"
2132,"0.0,0.0,0.0,0.9766803,0.0,0.0,0.6579285,0.0"
2133,"0.0,0.0,0.0,0.85060436,0.0,0.0,0.39187947,0.0"
2134,"0.0,0.0,0.0,0.8651776,0.0,0.0,0.43363523,0.0"
2135,"0.0,0.0,0.0,0.8794131,0.0,0.0,0.45445716,0.0"
2136,"0.0,0.0,0.0,0.8122682,0.0,0.0,0.30109504,0.0"
2137,"0.0,0.0,0.0,1.0618913,0.0,0.0,0.895928,0.0"
2138,"0.0,0.0,0.0,1.1441033,0.0,0.0,1.0746675,0.0"
2139,"0.0,0.0,0.0,1.0718406,0.0,0.0,0.91873467,0.0"
2140,"0.0,0.0,0.0,1.0011032,0.0,0.0,0.7403946,0.0"
2141,"0.0,0.0,0.0,0.946889,0.0,0.0,0.6316937,0.0"
2142,"0.0,0.0,0.0,0.5036533,0.0,0.0,0.0,0.0"
2143,"0.0,0.0,0.0,0.7413635,0.0,0.0,0.2116221,0.0"
2144,"0.0,0.0,0.0,0.9419969,0.0,0.0,0.61536247,0.0"
2145,"0.0,0.0,0.0,0.90423405,0.0,0.0,0.48333701,0.0"
2146,"0.0,0.0,0.0,0.700647,0.0,0.0,0.2133448,0.0"
2147,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2148,"0.0,0.0,0.0,0.58629817,0.0,0.0,0.022808371,0.0"
2149,"0.0,0.0,0.0,0.19368944,0.0,0.0,0.0,0.0"
2150,"0.0,0.0,0.0,1.0537114,0.0,0.0,0.89172274,0.0"
2151,"0.0,0.0,0.0,0.7228433,0.0,0.0,0.18069218,0.0"
2152,"0.0,0.0,0.0,0.48947492,0.0,0.0,0.0,0.0"
2153,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2154,"0.0,0.0,0.0,0.72510886,0.0,0.0,0.23828213,0.0"
2155,"0.0,0.0,0.0,0.7663052,0.0,0.0,0.22534816,0.0"
2156,"0.0,0.0,0.0,0.8277946,0.0,0.0,0.36890987,0.0"
2157,"0.0,0.0,0.0,0.86073184,0.0,0.0,0.4060246,0.0"
2158,"0.0,0.0,0.0,0.58521116,0.0,0.0,0.0,0.0"
2159,"0.0,0.0,0.0,0.9370106,0.0,0.0,0.63414425,0.0"
2160,"0.0,0.0,0.0,1.0727057,0.0,0.0,0.9257805,0.0"
2161,"0.0,0.0,0.0,0.9423257,0.0,0.0,0.6097819,0.0"
2162,"0.0,0.0,0.0,0.120669484,0.0,0.0,0.0,0.0"
2163,"0.0,0.0,0.0,0.5791821,0.0,0.0,0.003446065,0.0"
2164,"0.0,0.0,0.0,0.45420557,0.0,0.0,0.0,0.0"
2165,"0.0,0.0,0.0,0.6069718,0.0,0.0,0.12085982,0.0"
2166,"0.0,0.0,0.0,0.96528333,0.0,0.0,0.6347869,0.0"
2167,"0.0,0.0,0.0,0.93130016,0.0,0.0,0.5993053,0.0"
2168,"0.0,0.0,0.0,0.74758095,0.0,0.0,0.27851263,0.0"
2169,"0.0,0.0,0.0,0.52648056,0.0,0.0,0.0,0.0"
2170,"0.0,0.0,0.0,0.25263554,0.0,0.0,0.0,0.0"
2171,"0.0,0.0,0.0,0.95954156,0.0,0.0,0.6252291,0.0"
2172,"0.0,0.0,0.0,0.7451337,0.0,0.0,0.21197374,0.0"
2173,"0.0,0.0,0.0,0.6817016,0.0,0.0,0.14195241,0.0"
2174,"0.0,0.0,0.0,0.88689464,0.0,0.0,0.48572546,0.0"
2175,"0.0,0.0,0.0,0.92666817,0.0,0.0,0.5398833,0.0"
2176,"0.0,0.0,0.0,1.0222399,0.0,0.0,0.80453813,0.0"
2177,"0.0,0.0,0.0,0.8831458,0.0,0.0,0.4668797,0.0"
2178,"0.0,0.0,0.0,0.8800996,0.0,0.0,0.45144352,0.0"
2179,"0.0,0.0,0.0,0.6946322,0.0,0.0,0.16565147,0.0"
2180,"0.0,0.0,0.0,0.8510201,0.0,0.0,0.38016674,0.0"
2181,"0.0,0.0,0.0,0.77530557,0.0,0.0,0.26171112,0.0"
2182,"0.0,0.0,0.0,0.88890123,0.0,0.0,0.47025248,0.0"
2183,"0.0,0.0,0.0,0.9072358,0.0,0.0,0.52069354,0.0"
2184,"0.0,0.0,0.0,0.8800385,0.0,0.0,0.4503973,0.0"
2185,"0.0,0.0,0.0,0.6757426,0.0,0.0,0.1472591,0.0"
2186,"0.0,0.0,0.0,1.2124133,0.0,0.0,1.2750851,0.0"
2187,"0.0,0.0,0.0,0.8550148,0.0,0.0,0.38634005,0.0"
2188,"0.0,0.0,0.0,0.7393737,0.0,0.0,0.25633252,0.0"
2189,"0.0,0.0,0.0,0.8298574,0.0,0.0,0.33902904,0.0"
2190,"0.0,0.0,0.0,0.6742283,0.0,0.0,0.1883792,0.0"
2191,"0.0,0.0,0.0,0.74426764,0.0,0.0,0.20268685,0.0"
2192,"0.0,0.0,0.0,0.7368943,0.0,0.0,0.26965407,0.0"
2193,"0.0,0.0,0.0,0.9344901,0.0,0.0,0.6134329,0.0"
2194,"0.0,0.0,0.0,1.1039383,0.0,0.0,0.96850383,0.0"
2195,"0.0,0.0,0.0,0.5497,0.0,0.0,0.0,0.0"
2196,"0.0,0.0,0.0,0.47458673,0.0,0.0,0.0,0.0"
2197,"0.0,0.0,0.0,0.9153894,0.0,0.0,0.50727254,0.0"
2198,"0.0,0.0,0.0,1.0140682,0.0,0.0,0.70153016,0.0"
2199,"0.0,0.0,0.0,0.8219763,0.0,0.0,0.36232284,0.0"
2200,"0.0,0.0,0.0,0.86444545,0.0,0.0,0.42074472,0.0"
2201,"0.0,0.0,0.0,0.7483277,0.0,0.0,0.26781365,0.0"
2202,"0.0,0.0,0.0,1.082516,0.0,0.0,0.9251715,0.0"
2203,"0.0,0.0,0.0,1.1189134,0.0,0.0,1.0436074,0.0"
2204,"0.0,0.0,0.0,1.0049928,0.0,0.0,0.7652264,0.0"
2205,"0.0,0.0,0.0,0.74849826,0.0,0.0,0.20649105,0.0"
2206,"0.0,0.0,0.0,1.0302784,0.0,0.0,0.824384,0.0"
2207,"0.0,0.0,0.0,0.8498329,0.0,0.0,0.40433824,0.0"
2208,"0.0,0.0,0.0,0.9586117,0.0,0.0,0.6625667,0.0"
2209,"0.0,0.0,0.0,0.8424845,0.0,0.0,0.36295518,0.0"
2210,"0.0,0.0,0.0,0.94104433,0.0,0.0,0.60377634,0.0"
2211,"0.0,0.0,0.0,0.8843815,0.0,0.0,0.46246865,0.0"
2212,"0.0,0.0,0.0,0.9078957,0.0,0.0,0.5184208,0.0"
2213,"0.0,0.0,0.0,0.7498113,0.0,0.0,0.21564248,0.0"
2214,"0.0,0.0,0.0,0.7838443,0.0,0.0,0.27332798,0.0"
2215,"0.0,0.0,0.0,0.83331203,0.0,0.0,0.346538,0.0"
2216,"0.0,0.0,0.0,0.82440317,0.0,0.0,0.37007624,0.0"
2217,"0.0,0.0,0.0,0.7479055,0.0,0.0,0.21734041,0.0"
2218,"0.0,0.0,0.0,0.8357576,0.0,0.0,0.37729385,0.0"
2219,"0.0,0.0,0.0,0.8935482,0.0,0.0,0.48306683,0.0"
2220,"0.0,0.0,0.0,0.80416346,0.0,0.0,0.34537733,0.0"
2221,"0.0,0.0,0.0,0.8059331,0.0,0.0,0.30799183,0.0"
2222,"0.0,0.0,0.0,0.73564625,0.0,0.0,0.19803815,0.0"
2223,"0.0,0.0,0.0,0.7473508,0.0,0.0,0.22376265,0.0"
2224,"0.0,0.0,0.0,0.8471994,0.0,0.0,0.39996564,0.0"
2225,"0.0,0.0,0.0,0.8399061,0.0,0.0,0.3908377,0.0"
2226,"0.0,0.0,0.0,0.8646289,0.0,0.0,0.4194857,0.0"
2227,"0.0,0.0,0.0,0.8564545,0.0,0.0,0.39349455,0.0"
2228,"0.0,0.0,0.0,0.83423483,0.0,0.0,0.3850211,0.0"
2229,"0.0,0.0,0.0,0.85681593,0.0,0.0,0.41296652,0.0"
2230,"0.0,0.0,0.0,0.78157204,0.0,0.0,0.25657946,0.0"
2231,"0.0,0.0,0.0,0.9689971,0.0,0.0,0.6360194,0.0"
2232,"0.0,0.0,0.0,0.958987,0.0,0.0,0.6533497,0.0"
2233,"0.0,0.0,0.0,0.57873154,0.0,0.0,0.077434614,0.0"
2234,"0.0,0.0,0.0,0.8700928,0.0,0.0,0.43749124,0.0"
2235,"0.0,0.0,0.0,0.86997324,0.0,0.0,0.4412623,0.0"
2236,"0.0,0.0,0.0,0.9898815,0.0,0.0,0.693331,0.0"
2237,"0.0,0.0,0.0,0.84486496,0.0,0.0,0.39112172,0.0"
2238,"0.0,0.0,0.0,0.9939879,0.0,0.0,0.70032555,0.0"
2239,"0.0,0.0,0.0,0.98435175,0.0,0.0,0.6809365,0.0"
2240,"0.0,0.0,0.0,0.9575758,0.0,0.0,0.6126644,0.0"
2241,"0.0,0.0,0.0,0.48334634,0.0,0.0,0.0,0.0"
2242,"0.0,0.0,0.0,0.8720248,0.0,0.0,0.4321207,0.0"
2243,"0.0,0.0,0.0,1.0171877,0.0,0.0,0.7582453,0.0"
2244,"0.0,0.0,0.0,0.7760988,0.0,0.0,0.2509861,0.0"
2245,"0.0,0.0,0.0,0.902239,0.0,0.0,0.48146206,0.0"
2246,"0.0,0.0,0.0,0.64618146,0.0,0.0,0.09690699,0.0"
2247,"0.0,0.0,0.0,0.7237684,0.0,0.0,0.17099723,0.0"
2248,"0.0,0.0,0.0,1.0845513,0.0,0.0,0.93153256,0.0"
2249,"0.0,0.0,0.0,0.73262423,0.0,0.0,0.19586352,0.0"
2250,"0.0,0.0,0.0,0.75877285,0.0,0.0,0.2818956,0.0"
2251,"0.0,0.0,0.0,0.82114655,0.0,0.0,0.31941307,0.0"
2252,"0.0,0.0,0.0,0.6142565,0.0,0.0,0.12702243,0.0"
2253,"0.0,0.0,0.0,0.104200125,0.0,0.0,0.0,0.0"
2254,"0.0,0.0,0.0,0.8260783,0.0,0.0,0.36774278,0.0"
2255,"0.0,0.0,0.0,0.41969293,0.0,0.0,0.0,0.0"
2256,"0.0,0.0,0.0,0.737765,0.0,0.0,0.1601608,0.0"
2257,"0.0,0.0,0.0,0.6701805,0.0,0.0,0.12947148,0.0"
2258,"0.0,0.0,0.0,0.76205623,0.0,0.0,0.21523523,0.0"
2259,"0.0,0.0,0.0,0.07896441,0.0,0.0,0.0,0.0"
2260,"0.0,0.0,0.0,0.79284024,0.0,0.0,0.26381925,0.0"
2261,"0.0,0.0,0.0,0.68224955,0.0,0.0,0.13791145,0.0"
2262,"0.0,0.0,0.0,0.76250917,0.0,0.0,0.28895757,0.0"
2263,"0.0,0.0,0.0,0.758542,0.0,0.0,0.23511635,0.0"
2264,"0.0,0.0,0.0,0.6277049,0.0,0.0,0.13144715,0.0"
2265,"0.0,0.0,0.0,0.48177662,0.0,0.0,0.0,0.0"
2266,"0.0,0.0,0.0,0.60097325,0.0,0.0,0.037598096,0.0"
2267,"0.0,0.0,0.0,0.6529627,0.0,0.0,0.124142155,0.0"
2268,"0.0,0.0,0.0,1.0980159,0.0,0.0,0.9632528,0.0"
2269,"0.0,0.0,0.0,0.68799657,0.0,0.0,0.20171048,0.0"
2270,"0.0,0.0,0.0,0.94983715,0.0,0.0,0.6051647,0.0"
2271,"0.0,0.0,0.0,0.8217391,0.0,0.0,0.3716595,0.0"
2272,"0.0,0.0,0.0,0.95009947,0.0,0.0,0.5982375,0.0"
2273,"0.0,0.0,0.0,0.9272202,0.0,0.0,0.59472996,0.0"
2274,"0.0,0.0,0.0,0.8275313,0.0,0.0,0.37739682,0.0"
2275,"0.0,0.0,0.0,0.86445475,0.0,0.0,0.44087902,0.0"
2276,"0.0,0.0,0.0,0.92160344,0.0,0.0,0.5240562,0.0"
2277,"0.0,0.0,0.0,0.8488948,0.0,0.0,0.39980918,0.0"
2278,"0.0,0.0,0.0,0.86175036,0.0,0.0,0.42430112,0.0"
2279,"0.0,0.0,0.0,0.28802165,0.0,0.0,0.0,0.0"
2280,"0.0,0.0,0.0,0.8847753,0.0,0.0,0.45211154,0.0"
2281,"0.0,0.0,0.0,0.8297424,0.0,0.0,0.35811004,0.0"
2282,"0.0,0.0,0.0,0.8316288,0.0,0.0,0.3830736,0.0"
2283,"0.0,0.0,0.0,0.51614726,0.0,0.0,0.0064414702,0.0"
2284,"0.0,0.0,0.0,1.0143812,0.0,0.0,0.75238717,0.0"
2285,"0.0,0.0,0.0,0.8569062,0.0,0.0,0.413579,0.0"
2286,"0.0,0.0,0.0,0.62252414,0.0,0.0,0.06455277,0.0"
2287,"0.0,0.0,0.0,0.760553,0.0,0.0,0.23720382,0.0"
2288,"0.0,0.0,0.0,1.0390046,0.0,0.0,0.8701028,0.0"
2289,"0.0,0.0,0.0,1.00264,0.0,0.0,0.7269515,0.0"
2290,"0.0,0.0,0.0,0.7957403,0.0,0.0,0.32486227,0.0"
2291,"0.0,0.0,0.0,0.87231106,0.0,0.0,0.42665723,0.0"
2292,"0.0,0.0,0.0,0.7216747,0.0,0.0,0.20247132,0.0"
2293,"0.0,0.0,0.0,0.6735319,0.0,0.0,0.1937846,0.0"
2294,"0.0,0.0,0.0,0.9158403,0.0,0.0,0.54015297,0.0"
2295,"0.0,0.0,0.0,0.8341493,0.0,0.0,0.35242322,0.0"
2296,"0.0,0.0,0.0,0.4400812,0.0,0.0,0.0,0.0"
2297,"0.0,0.0,0.0,0.72896045,0.0,0.0,0.22995214,0.0"
2298,"0.0,0.0,0.0,0.5095415,0.0,0.0,0.0,0.0"
2299,"0.0,0.0,0.0,0.7721517,0.0,0.0,0.24799116,0.0"
2300,"0.0,0.0,0.0,1.1426575,0.0,0.0,1.1142662,0.0"
2301,"0.0,0.0,0.0,0.90086144,0.0,0.0,0.5161811,0.0"
2302,"0.0,0.0,0.0,0.9619334,0.0,0.0,0.6646522,0.0"
2303,"0.0,0.0,0.0,1.0876131,0.0,0.0,0.9349108,0.0"
2304,"0.0,0.0,0.0,0.8436013,0.0,0.0,0.3921205,0.0"
2305,"0.0,0.0,0.0,0.8656048,0.0,0.0,0.42824143,0.0"
2306,"0.0,0.0,0.0,0.5536914,0.0,0.0,0.0,0.0"
2307,"0.0,0.0,0.0,0.9079348,0.0,0.0,0.49229643,0.0"
2308,"0.0,0.0,0.0,0.71491605,0.0,0.0,0.16244633,0.0"
2309,"0.0,0.0,0.0,0.8541058,0.0,0.0,0.40797216,0.0"
2310,"0.0,0.0,0.0,1.0098479,0.0,0.0,0.74729747,0.0"
2311,"0.0,0.0,0.0,0.83858657,0.0,0.0,0.35875565,0.0"
2312,"0.0,0.0,0.0,1.0441393,0.0,0.0,0.81983745,0.0"
2313,"0.0,0.0,0.0,1.0670017,0.0,0.0,0.8857763,0.0"
2314,"0.0,0.0,0.0,0.8818746,0.0,0.0,0.45033965,0.0"
2315,"0.0,0.0,0.0,0.38314447,0.0,0.0,0.0,0.0"
2316,"0.0,0.0,0.0,0.8647007,0.0,0.0,0.42049682,0.0"
2317,"0.0,0.0,0.0,0.6823111,0.0,0.0,0.13690613,0.0"
2318,"0.0,0.0,0.0,1.03077,0.0,0.0,0.83829504,0.0"
2319,"0.0,0.0,0.0,0.7136776,0.0,0.0,0.18095718,0.0"
2320,"0.0,0.0,0.0,0.8599999,0.0,0.0,0.4165648,0.0"
2321,"0.0,0.0,0.0,1.0029888,0.0,0.0,0.77244693,0.0"
2322,"0.0,0.0,0.0,0.59634006,0.0,0.0,0.015909696,0.0"
2323,"0.0,0.0,0.0,0.9641448,0.0,0.0,0.6251024,0.0"
2324,"0.0,0.0,0.0,1.2816267,0.0,0.0,1.4187584,0.0"
2325,"0.0,0.0,0.0,0.60855246,0.0,0.0,0.031948343,0.0"
2326,"0.0,0.0,0.0,0.57725066,0.0,0.0,0.07148467,0.0"
2327,"0.0,0.0,0.0,0.635842,0.0,0.0,0.042695615,0.0"
2328,"0.0,0.0,0.0,0.71677643,0.0,0.0,0.1258859,0.0"
2329,"0.0,0.0,0.0,1.0704951,0.0,0.0,0.89210576,0.0"
2330,"0.0,0.0,0.0,1.1024737,0.0,0.0,0.9220354,0.0"
2331,"0.0,0.0,0.0,0.74058443,0.0,0.0,0.20294759,0.0"
2332,"0.0,0.0,0.0,0.91219765,0.0,0.0,0.5047497,0.0"
2333,"0.0,0.0,0.0,1.0518847,0.0,0.0,0.8452763,0.0"
2334,"0.0,0.0,0.0,0.7482903,0.0,0.0,0.19115922,0.0"
2335,"0.0,0.0,0.0,0.8319192,0.0,0.0,0.3430763,0.0"
2336,"0.0,0.0,0.0,1.1073714,0.0,0.0,0.98427343,0.0"
2337,"0.0,0.0,0.0,0.72371954,0.0,0.0,0.25650984,0.0"
2338,"0.0,0.0,0.0,0.10084188,0.0,0.0,0.0,0.0"
2339,"0.0,0.0,0.0,0.76399094,0.0,0.0,0.23185061,0.0"
2340,"0.0,0.0,0.0,0.7160616,0.0,0.0,0.1985335,0.0"
2341,"0.0,0.0,0.0,0.85858905,0.0,0.0,0.4133723,0.0"
2342,"0.0,0.0,0.0,0.7010181,0.0,0.0,0.1588955,0.0"
2343,"0.0,0.0,0.0,0.79578906,0.0,0.0,0.33391744,0.0"
2344,"0.0,0.0,0.0,0.6867628,0.0,0.0,0.20775524,0.0"
2345,"0.0,0.0,0.0,0.85429883,0.0,0.0,0.40859595,0.0"
2346,"0.0,0.0,0.0,0.8831011,0.0,0.0,0.45988542,0.0"
2347,"0.0,0.0,0.0,0.90297455,0.0,0.0,0.53052944,0.0"
2348,"0.0,0.0,0.0,1.0098398,0.0,0.0,0.7458464,0.0"
2349,"0.0,0.0,0.0,0.90541935,0.0,0.0,0.52312464,0.0"
2350,"0.0,0.0,0.0,0.7273845,0.0,0.0,0.18930668,0.0"
2351,"0.0,0.0,0.0,1.049852,0.0,0.0,0.83824605,0.0"
2352,"0.0,0.0,0.0,1.0663028,0.0,0.0,0.8788226,0.0"
2353,"0.0,0.0,0.0,0.9785454,0.0,0.0,0.717058,0.0"
2354,"0.0,0.0,0.0,0.44487402,0.0,0.0,0.0,0.0"
2355,"0.0,0.0,0.0,1.0778869,0.0,0.0,0.955419,0.0"
2356,"0.0,0.0,0.0,0.6375296,0.0,0.0,0.075593516,0.0"
2357,"0.0,0.0,0.0,1.0729415,0.0,0.0,0.9030046,0.0"
2358,"0.0,0.0,0.0,0.8572211,0.0,0.0,0.4127058,0.0"
2359,"0.0,0.0,0.0,1.02651,0.0,0.0,0.82656443,0.0"
2360,"0.0,0.0,0.0,1.068038,0.0,0.0,0.88559395,0.0"
2361,"0.0,0.0,0.0,0.77636987,0.0,0.0,0.24671888,0.0"
2362,"0.0,0.0,0.0,0.96046543,0.0,0.0,0.6254568,0.0"
2363,"0.0,0.0,0.0,0.8467039,0.0,0.0,0.3932797,0.0"
2364,"0.0,0.0,0.0,0.6160282,0.0,0.0,0.042120688,0.0"
2365,"0.0,0.0,0.0,0.5239686,0.0,0.0,0.0,0.0"
2366,"0.0,0.0,0.0,0.93823254,0.0,0.0,0.612507,0.0"
2367,"0.0,0.0,0.0,0.7655213,0.0,0.0,0.22208807,0.0"
2368,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2369,"0.0,0.0,0.0,0.5300282,0.0,0.0,0.0,0.0"
2370,"0.0,0.0,0.0,0.7906682,0.0,0.0,0.3250327,0.0"
2371,"0.0,0.0,0.0,0.9534527,0.0,0.0,0.6460739,0.0"
2372,"0.0,0.0,0.0,0.58851254,0.0,0.0,0.03079562,0.0"
2373,"0.0,0.0,0.0,0.24048257,0.0,0.0,0.0,0.0"
2374,"0.0,0.0,0.0,0.4762234,0.0,0.0,0.0,0.0"
2375,"0.0,0.0,0.0,0.49954945,0.0,0.0,0.0,0.0"
2376,"0.0,0.0,0.0,0.65702254,0.0,0.0,0.07664679,0.0"
2377,"0.0,0.0,0.0,0.7956347,0.0,0.0,0.28328246,0.0"
2378,"0.0,0.0,0.0,0.7478811,0.0,0.0,0.20296925,0.0"
2379,"0.0,0.0,0.0,0.034769595,0.0,0.0,0.0,0.0"
2380,"0.0,0.0,0.0,0.36057037,0.0,0.0,0.0,0.0"
2381,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2382,"0.0,0.0,0.0,0.4238082,0.0,0.0,0.0,0.0"
2383,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2384,"0.0,0.0,0.0,0.9338789,0.0,0.0,0.597748,0.0"
2385,"0.0,0.0,0.0,0.5285676,0.0,0.0,0.0,0.0"
2386,"0.0,0.0,0.0,0.18362388,0.0,0.0,0.0,0.0"
2387,"0.0,0.0,0.0,0.41282743,0.0,0.0,0.0,0.0"
2388,"0.0,0.0,0.0,0.94726217,0.0,0.0,0.5841946,0.0"
2389,"0.0,0.0,0.0,0.5948665,0.0,0.0,0.054371607,0.0"
2390,"0.0,0.0,0.0,0.9190539,0.0,0.0,0.5664591,0.0"
2391,"0.0,0.0,0.0,0.99807656,0.0,0.0,0.74202603,0.0"
2392,"0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
2393,"0.0,0.0,0.0,0.8649828,0.0,0.0,0.4419907,0.0"
2394,"0.0,0.0,0.0,0.84939563,0.0,0.0,0.38485032,0.0"
2395,"0.0,0.0,0.0,1.052233,0.0,0.0,0.8965505,0.0"
2396,"0.0,0.0,0.0,1.1653091,0.0,0.0,1.1679004,0.0"
